Date,NIFTY AUTO,NIFTY MEDIA,NIFTY METALS,NIFTY IT,NIFTY RURAL
08_06_2026_13_30,25838.4,1498.45,13014.6,28737.3,14781
08_06_2026_13_35,25826.3,1499.4,13012.3,28729.3,14776.2
08_06_2026_13_40,25775.9,1495.9,13000.3,28703.7,14758.3
08_06_2026_13_45,25798.9,1495.45,13002.8,28709.8,14759
08_06_2026_13_50,25784.8,1490.6,12993,28708.6,14751.3
08_06_2026_13_55,25782.2,1487.95,12997.9,28722.9,14756.2
08_06_2026_14_00,25808.9,1492.9,13002.3,28728.1,14764.5
08_06_2026_14_05,25791,1493.7,12998.3,28701.8,14753.5
08_06_2026_14_10,25783.8,1490.15,12995.6,28691.7,14748.6
08_06_2026_14_15,25800.1,1490.15,12991.9,28696,14754.8
08_06_2026_14_20,25779.9,1488.2,12975.7,28681.3,14743.1
08_06_2026_14_25,25760.8,1486.55,12976.5,28670.5,14738.3
08_06_2026_14_30,25763.8,1488.2,12983.5,28687.8,14742.4
08_06_2026_14_35,25758.1,1484.25,12983.8,28684.3,14742.2
08_06_2026_14_40,25783.3,1487.15,12992,28695.9,14756.5
08_06_2026_14_45,25781.4,1489.2,12988.5,28701.7,14755.4
08_06_2026_14_50,25750.3,1484.9,12973.4,28707.3,14745.7
08_06_2026_14_55,25760.2,1484.9,12975.6,28743.5,14747.8
08_06_2026_15_00,25650.4,1477.35,12936.5,28669.1,14697.4
08_06_2026_15_05,25680.8,1480.45,12938.3,28648.6,14713.2
08_06_2026_15_10,25704.1,1478.5,12936.7,28645.9,14713.3
08_06_2026_15_15,25711.1,1478,12922.6,28624.2,14712.2
08_06_2026_15_20,25638.3,1467.75,12866.2,28643.4,14677
08_06_2026_15_25,25640.8,1469,12863.2,28630.1,14687.5
09_06_2026_09_15,25880.4,1483.4,12950.3,28651.1,14795.8
09_06_2026_09_20,25926.1,1483.3,12893.5,28645.9,14799.7
09_06_2026_09_25,25911,1474.95,12883.5,28570.2,14783.6
09_06_2026_09_30,25889.2,1478.4,12919.3,28610.4,14790.2
09_06_2026_09_35,25879.2,1480.45,12923.9,28510.6,14777.2
09_06_2026_09_40,25856.8,1472.65,12946.2,28445.4,14774.8
09_06_2026_09_45,25859.1,1475.55,12914.2,28445.4,14774.2
09_06_2026_09_50,25921.4,1478.8,12955,28453.2,14796.3
09_06_2026_09_55,25920.5,1476.55,12930.3,28462.2,14782.1
09_06_2026_10_00,25883.1,1475.25,12925.8,28447.7,14761.5
09_06_2026_10_05,25890.4,1475,12930.2,28434.8,14765.5
09_06_2026_10_10,25892.4,1476.8,12925.2,28389.9,14770.7
09_06_2026_10_15,25889.4,1476.05,12911.8,28436.2,14768
09_06_2026_10_20,25871.2,1476.1,12893.9,28423.7,14755.8
09_06_2026_10_25,25883.2,1474.8,12898.2,28421.2,14759.8
09_06_2026_10_30,25877,1473.95,12899.3,28405.5,14756
09_06_2026_10_35,25879.6,1472,12896.5,28431.2,14753.8
09_06_2026_10_40,25936.8,1473.55,12917.2,28436.9,14763.1
09_06_2026_10_45,25929.7,1472.85,12902.8,28437.6,14746.5
09_06_2026_10_50,25956.8,1472.3,12914.1,28433.9,14764
09_06_2026_10_55,25985.4,1472.25,12916.5,28441.9,14774.2
09_06_2026_11_00,25995.8,1474.35,12940,28446.9,14774.3
09_06_2026_11_05,25988.1,1476.15,12942.7,28517.8,14771.1
09_06_2026_11_10,25979.6,1473.35,12952.5,28502.6,14765.6
09_06_2026_11_15,25989.2,1476.1,12958.8,28520.8,14767.6
09_06_2026_11_20,25960.4,1471.8,12929.7,28466.8,14744
09_06_2026_11_25,25974.1,1473.05,12937.2,28483.4,14754.9
09_06_2026_11_30,25982.8,1474.75,12940,28493.3,14757.3
09_06_2026_11_35,26008.6,1476.05,12951.8,28512.5,14764.6
09_06_2026_11_40,26011.7,1475.1,12959.5,28505.2,14767.1
09_06_2026_11_45,26030.8,1477.55,12991.5,28514.7,14781.6
09_06_2026_11_50,26040.3,1476.8,12997.5,28509.4,14786.8
09_06_2026_11_55,26049.5,1477.45,12999.3,28517.4,14796.1
09_06_2026_12_00,26055.5,1475.05,12989,28521.1,14796.7
09_06_2026_12_05,26047.4,1474.95,12962.2,28532.2,14794.3
09_06_2026_12_10,26053.6,1474.5,12966.6,28506.2,14798.3
09_06_2026_12_15,26062.7,1475.1,12971.7,28502.2,14802.7
09_06_2026_12_20,26067.1,1477.7,12970.5,28493.1,14804
09_06_2026_12_25,26081.3,1478.4,12963.2,28479.2,14809
09_06_2026_12_30,26081.7,1478.65,12974.8,28471.2,14817.7
09_06_2026_12_35,26095.7,1476.25,12967.2,28422.2,14820.3
09_06_2026_12_40,26096.3,1475.55,12976.2,28368.8,14817.6
09_06_2026_12_45,26084.2,1478.75,12971.2,28365.2,14814.6
09_06_2026_12_50,26035.2,1476.9,12958.5,28378.5,14802.9
09_06_2026_12_55,25981.7,1476.4,12920.4,28376.8,14785.5
09_06_2026_13_00,25991.8,1476.2,12926.9,28383.3,14792.9
09_06_2026_13_05,25983.1,1474.85,12928,28361,14792.6
09_06_2026_13_10,26011.4,1477.25,12943.5,28379.3,14803.3
09_06_2026_13_15,26005.8,1476.15,12940.8,28351.4,14805.4
09_06_2026_13_20,26001.6,1476.25,12935.5,28325.2,14801.2
09_06_2026_13_25,26005.3,1475.4,12934.8,28310.2,14799.2
09_06_2026_13_30,25987.7,1472.95,12934.8,28302.5,14798.8
09_06_2026_13_35,26009.8,1472.7,12962.4,28332.2,14810.7
09_06_2026_13_40,26019.3,1474.5,12968.7,28352.2,14814.8
09_06_2026_13_45,26023.6,1474.7,12969.7,28339.1,14812.9
09_06_2026_13_50,26011.8,1474.5,12960.1,28331.4,14805
09_06_2026_13_55,26010.2,1472,12945.6,28329.8,14802.2
09_06_2026_14_00,26008.3,1472.9,12949.1,28307.8,14798.8
09_06_2026_14_05,26010.2,1473.35,12980.2,28312.8,14809.2
09_06_2026_14_10,26013.4,1473.85,12979.9,28327.6,14816.2
09_06_2026_14_15,26027.4,1472.75,12984.8,28367.5,14815.6
09_06_2026_14_20,26021.4,1472.05,12969.2,28375.6,14811
09_06_2026_14_25,26039.6,1472.7,12985.5,28414.3,14821.7
09_06_2026_14_30,26044.5,1471.35,12977.3,28428,14821
09_06_2026_14_35,26069.4,1472.05,12984,28423.8,14838.8
09_06_2026_14_40,26043.9,1474.15,12986.8,28431.5,14842
09_06_2026_14_45,26046.1,1474.6,12967.1,28439.9,14834.7
09_06_2026_14_50,26084.6,1476.8,12997.5,28465.9,14845.5
09_06_2026_14_55,26093.7,1476.05,12996.9,28500.7,14853
09_06_2026_15_00,26020.4,1474.5,12994,28478.2,14830.4
09_06_2026_15_05,26053.8,1476.1,12998,28552.8,14837.5
09_06_2026_15_10,26032.1,1477.3,12995.5,28525.3,14827.7
09_06_2026_15_15,26022.3,1475.7,12987.1,28520,14820.7
09_06_2026_15_20,26008.6,1471.6,12976.8,28522.2,14821
09_06_2026_15_25,26032,1474.7,12983.7,28542.3,14835.5
10_06_2026_09_15,25943.1,1473.75,12804.6,28647.9,14865.5
10_06_2026_09_20,25970.8,1476.25,12808,28591.2,14872.2
10_06_2026_09_25,26009.7,1478.85,12808.2,28565.8,14879.8
10_06_2026_09_30,26003.6,1473.2,12834.8,28603.4,14881.2
10_06_2026_09_35,25996.7,1468.7,12850.2,28554.9,14879.2
10_06_2026_09_40,26036.9,1468.5,12845,28627.2,14887.2
10_06_2026_09_45,26064.8,1470.95,12856.7,28726.7,14901.4
10_06_2026_09_50,26016.7,1468.15,12841.9,28750.4,14890.4
10_06_2026_09_55,25987.9,1464.4,12824,28722.4,14883
10_06_2026_10_00,25971.2,1461.6,12838.5,28683.8,14877.8
10_06_2026_10_05,25956.7,1462.8,12818.3,28667.2,14883.5
10_06_2026_10_10,25919.5,1458.4,12796,28593,14862.2
10_06_2026_10_15,25930.9,1460.7,12811.2,28644,14873
10_06_2026_10_20,25922.2,1464.8,12816.2,28586.4,14869.5
10_06_2026_10_25,25942.9,1465.2,12821.8,28593.2,14870
10_06_2026_10_30,25982.3,1467.95,12834.3,28572.7,14884.4
10_06_2026_10_35,25980.3,1469,12821,28556.1,14880.8
10_06_2026_10_40,25994.8,1467.95,12831.5,28573.1,14887.3
10_06_2026_10_45,25976.8,1466.7,12825.5,28581.4,14878.2
10_06_2026_10_50,25955.7,1464.8,12841.2,28564.1,14875.8
10_06_2026_10_55,25970.3,1464.2,12857.5,28574.8,14879.8
10_06_2026_11_00,25991.3,1463.75,12867,28561.6,14883.6
10_06_2026_11_05,26000.5,1462.75,12854.8,28608.8,14889.7
10_06_2026_11_10,25987.8,1461.65,12868.5,28561.9,14893.2
10_06_2026_11_15,25980.1,1460.9,12852.2,28528.7,14882.8
10_06_2026_11_20,25990.4,1457.95,12866.3,28541.9,14887.2
10_06_2026_11_25,25998.6,1455.45,12907.2,28557.7,14892
10_06_2026_11_30,26012.9,1455.25,12894.7,28542.1,14889.2
10_06_2026_11_35,26005.5,1455.25,12898.9,28548.3,14892.4
10_06_2026_11_40,26025.5,1454.9,12905.5,28533.2,14893.1
10_06_2026_11_45,26018.1,1455.15,12909,28512.6,14893.2
10_06_2026_11_50,25997.2,1455.4,12913.3,28521.2,14890
10_06_2026_11_55,25994.2,1455,12907.3,28579.2,14890.5
10_06_2026_12_00,25981.4,1454.65,12891.1,28544.3,14880.3
10_06_2026_12_05,25997.6,1455.7,12897.2,28533.9,14885.6
10_06_2026_12_10,26025.7,1455.25,12897,28559.8,14889.8
10_06_2026_12_15,26008.9,1453.65,12904.7,28529.8,14886.2
10_06_2026_12_20,26002.2,1453.15,12894.5,28485.9,14880
10_06_2026_12_25,26031.7,1452.05,12876.7,28471.3,14878.1
10_06_2026_12_30,26032.2,1451.45,12874.8,28483.5,14876
10_06_2026_12_35,26018.2,1450.75,12872.2,28473.9,14873.6
10_06_2026_12_40,25981.2,1448.1,12850.1,28458.7,14861.3
10_06_2026_12_45,25985.6,1448.15,12845.2,28472.1,14865
10_06_2026_12_50,25995.4,1449.45,12855.5,28497.3,14878
10_06_2026_12_55,26005.2,1450.3,12854.5,28492.7,14878.1
10_06_2026_13_00,26057.2,1448.7,12855.2,28505.1,14896.6
10_06_2026_13_05,26058.1,1449.7,12852.9,28483.8,14890.9
10_06_2026_13_10,26067.4,1450.45,12852.5,28448.8,14884.5
10_06_2026_13_15,26063.6,1453.6,12849.7,28439.7,14878.8
10_06_2026_13_20,26039.2,1451.45,12842.3,28412.9,14867.8
10_06_2026_13_25,26075.4,1451.55,12851.2,28477.4,14877.3
10_06_2026_13_30,26064.4,1450.65,12821.2,28475.7,14869.2
10_06_2026_13_35,26041.6,1449.9,12821.5,28478.7,14861.3
10_06_2026_13_40,26014.7,1450.45,12812.2,28453.3,14853
10_06_2026_13_45,26041.5,1451.25,12818,28442.1,14855.8
10_06_2026_13_50,26015.8,1449.4,12804.8,28440.9,14844.6
10_06_2026_13_55,26030.2,1446.45,12806.8,28449.7,14848.3
10_06_2026_14_00,26039.3,1447.4,12815,28468.8,14856.1
10_06_2026_14_05,26021.2,1446.6,12813.2,28438.7,14847.2
10_06_2026_14_10,25995.2,1446.45,12803.4,28431.2,14832.4
10_06_2026_14_15,25994.1,1446.55,12811.9,28426.4,14838.7
10_06_2026_14_20,25991.8,1451.85,12814.6,28436.1,14840.8
10_06_2026_14_25,25997.7,1449.4,12803,28406,14832.2
10_06_2026_14_30,25980.7,1447.35,12798.5,28397.2,14820.8
10_06_2026_14_35,25942.4,1444.45,12783.6,28384.7,14799.3
10_06_2026_14_40,25935.6,1443.05,12769.8,28353.7,14784.8
10_06_2026_14_45,25903.8,1443.1,12760.2,28323.2,14771.8
10_06_2026_14_50,25911.2,1443.1,12763.2,28315.2,14779.7
10_06_2026_14_55,25904.4,1443.7,12775,28311.4,14783.1
10_06_2026_15_00,25865.2,1443.15,12782.3,28279.1,14768.3
10_06_2026_15_05,25853.4,1444.35,12774.3,28292.4,14761.2
10_06_2026_15_10,25798.6,1439.55,12754.3,28265.4,14737.8
10_06_2026_15_15,25812.2,1437.95,12765.6,28293.8,14747
10_06_2026_15_20,25816.3,1437.7,12751.3,28271.7,14742.3
10_06_2026_15_25,25820.6,1439.9,12779,28260.5,14749.5
11_06_2026_09_15,25602.9,1433.75,12698.5,27632.6,14680.2
11_06_2026_09_20,25591.6,1450.6,12732,27625.8,14690.5
11_06_2026_09_25,25638,1449.3,12726.7,27630.2,14691.3
11_06_2026_09_30,25652.4,1447.1,12758.4,27550.9,14686.2
11_06_2026_09_35,25646.2,1444.6,12769.1,27637.7,14703.5
11_06_2026_09_40,25641.8,1447.05,12757.7,27656.1,14709.7
11_06_2026_09_45,25658.8,1446.55,12747.3,27707.6,14706.5
11_06_2026_09_50,25681.6,1445.45,12752.3,27637.3,14707
11_06_2026_09_55,25633.2,1442.35,12721.6,27577.6,14683
11_06_2026_10_00,25649.9,1444.75,12731,27576.4,14681
11_06_2026_10_05,25691.4,1449.65,12766,27664.1,14704.3
11_06_2026_10_10,25673.6,1448.55,12770.2,27626.4,14697.7
11_06_2026_10_15,25743.2,1451.05,12785.2,27672.3,14718.3
11_06_2026_10_20,25759.7,1450.35,12812.5,27670.4,14716.2
11_06_2026_10_25,25764,1451.85,12806.3,27774.9,14719.7
11_06_2026_10_30,25760.8,1451.25,12795.2,27838.8,14716
11_06_2026_10_35,25778.7,1451.65,12805.5,27819.4,14715.7
11_06_2026_10_40,25771.2,1451.4,12825.8,27831.9,14714.7
11_06_2026_10_45,25769.6,1450.25,12819.7,27803.7,14706.6
11_06_2026_10_50,25729.7,1446.75,12800.3,27831.8,14692.4
11_06_2026_10_55,25724.1,1444.55,12781.1,27825.5,14689.2
11_06_2026_11_00,25701.2,1443.9,12777.3,27843.9,14683.7
11_06_2026_11_05,25727.8,1443.7,12797.3,27880.7,14693.2
11_06_2026_11_10,25735.8,1442.8,12789.1,27837.3,14687.7
11_06_2026_11_15,25741.3,1444.8,12790,27883.8,14697.2
11_06_2026_11_20,25771.8,1446.1,12797.6,27839.8,14710.8
11_06_2026_11_25,25805.1,1451.9,12797.8,27826.1,14723.4
11_06_2026_11_30,25794.7,1451.9,12784.8,27923.3,14711
11_06_2026_11_35,25774.4,1449.25,12770.1,27908.4,14704.7
11_06_2026_11_40,25790.6,1449.65,12804.8,27915.6,14716.5
11_06_2026_11_45,25787.3,1449.6,12802.8,27939.8,14718.3
11_06_2026_11_50,25804.9,1451.85,12811,27933.8,14724.2
11_06_2026_11_55,25823.6,1449.15,12792,27973,14731.6
11_06_2026_12_00,25830.9,1449.7,12799.3,27990.8,14726.6
11_06_2026_12_05,25841.6,1447.6,12779.4,27958.1,14716.5
11_06_2026_12_10,25877.9,1448.15,12775.6,27929.2,14720.2
11_06_2026_12_15,25881.6,1449.9,12769,27922.4,14724.7
11_06_2026_12_20,25887.6,1450.15,12776.5,27909.8,14720.4
11_06_2026_12_25,25902.1,1448.55,12774.2,27898.4,14726.7
11_06_2026_12_30,25937.8,1449.25,12787.8,27928.4,14742.5
11_06_2026_12_35,25902.2,1447.95,12782,27937.4,14733.2
11_06_2026_12_40,25875.2,1446.25,12774.2,27874.6,14729
11_06_2026_12_45,25842.8,1443.95,12766.8,27807.2,14712.6
11_06_2026_12_50,25831.9,1442.95,12779.7,27817,14715.3
11_06_2026_12_55,25882.8,1443.95,12800.5,27861.3,14732.5
11_06_2026_13_00,25869.8,1443.1,12807.9,27837.6,14728.8
11_06_2026_13_05,25840.2,1442.25,12786.8,27823.1,14713.2
11_06_2026_13_10,25832.4,1442,12769.2,27836.3,14701.6
11_06_2026_13_15,25823.8,1442.1,12761.5,27841.2,14703.1
11_06_2026_13_20,25812.4,1442.25,12765,27823.4,14696.2
11_06_2026_13_25,25811.7,1442.45,12767.8,27814.3,14693.2
11_06_2026_13_30,25816.2,1442.15,12774.4,27803.2,14698
11_06_2026_13_35,25806.7,1441.35,12759.3,27790.8,14689.3
11_06_2026_13_40,25811.7,1439.2,12754.3,27770.8,14687
11_06_2026_13_45,25810.9,1441.45,12761.7,27784.2,14692.5
11_06_2026_13_50,25836.1,1441.25,12759.7,27770.4,14699.2
11_06_2026_13_55,25842.4,1442.45,12765.9,27779.1,14699.3
11_06_2026_14_00,25846.2,1444.8,12766.5,27794.1,14702.2
11_06_2026_14_05,25846.1,1444.7,12746.3,27749.7,14685.7
11_06_2026_14_10,25859.2,1445.35,12759.4,27777.4,14689.3
11_06_2026_14_15,25857.7,1448.65,12751.2,27787.3,14687.5
11_06_2026_14_20,25854,1450.2,12747.8,27782.3,14685.3
11_06_2026_14_25,25895.2,1453.9,12773.7,27838.8,14710.4
11_06_2026_14_30,25860.4,1459.55,12760.4,27872.5,14703.5
11_06_2026_14_35,25838.1,1465.45,12743.7,27839.8,14692.7
11_06_2026_14_40,25830.2,1466.15,12735.8,27811.2,14684.2
11_06_2026_14_45,25802.4,1464.95,12734.5,27810.4,14676.7
11_06_2026_14_50,25801.3,1467.8,12731,27795.8,14669.7
11_06_2026_14_55,25808.9,1459.3,12729.8,27792.2,14674.3
11_06_2026_15_00,25766.8,1458.4,12720,27744.2,14655
11_06_2026_15_05,25787.9,1463.2,12721.3,27764.5,14656.5
11_06_2026_15_10,25810.4,1462.4,12736.5,27817.3,14668.8
11_06_2026_15_15,25793.9,1468.4,12737.7,27871.8,14675.1
11_06_2026_15_20,25800.7,1469.45,12739.3,27870.2,14679
11_06_2026_15_25,25834.8,1471.05,12748.5,27890.4,14693.4
12_06_2026_09_15,26219.3,1488.4,12869.8,27920.4,14868.8
12_06_2026_09_20,26258.7,1489.65,12827.8,27875.2,14868.6
12_06_2026_09_25,26240.4,1489.2,12807.5,27845.7,14852.3
12_06_2026_09_30,26179.4,1489.95,12822,27910.3,14847.4
12_06_2026_09_35,26143.4,1484.8,12822.8,27860.9,14845.8
12_06_2026_09_40,26078.2,1480.15,12818.1,27829.3,14824.7
12_06_2026_09_45,26089.3,1484.65,12818.4,27789.9,14835.7
12_06_2026_09_50,26046.6,1480.3,12811.8,27746.8,14821.9
12_06_2026_09_55,25983.7,1481.4,12817.7,27755.7,14807.7
12_06_2026_10_00,26006.5,1480.9,12829.3,27748.8,14813.6
12_06_2026_10_05,26047.7,1487.65,12834.5,27729.1,14820.3
12_06_2026_10_10,26012.8,1487.55,12833.7,27770,14814.5
12_06_2026_10_15,25994.1,1485.3,12824.2,27776.6,14803.3
12_06_2026_10_20,26007.6,1486.85,12846.5,27843.9,14821.7
12_06_2026_10_25,25991.8,1486,12835.2,27822.6,14819
12_06_2026_10_30,25958.4,1481.6,12839,27802.8,14815
12_06_2026_10_35,25969.6,1483.5,12834.9,27837.2,14816.6
12_06_2026_10_40,25942.5,1482.05,12835.1,27890.3,14811.5
12_06_2026_10_45,25921.8,1482.35,12839.5,27883.7,14804
12_06_2026_10_50,25943.8,1481.15,12834.7,27861.8,14815.3
12_06_2026_10_55,25937.9,1481.8,12834.9,27865.7,14813.2
12_06_2026_11_00,25948.1,1482,12828.8,27874.6,14814
12_06_2026_11_05,25953.2,1480.4,12816,27973.6,14813.8
12_06_2026_11_10,25984.8,1484,12844.3,27945.1,14831.7
12_06_2026_11_15,25959.7,1481.7,12837,27943,14820.2
12_06_2026_11_20,25963.7,1481.3,12834.7,27925.1,14819.8
12_06_2026_11_25,25914.4,1480.15,12821.8,27867.4,14806.5
12_06_2026_11_30,25932.6,1481.15,12819.5,27874.9,14817.2
12_06_2026_11_35,25950.2,1480.45,12821,27882.3,14822
12_06_2026_11_40,25963.7,1480.95,12815.7,27869.6,14825.5
12_06_2026_11_45,25956.7,1479.95,12814.1,27900.2,14834.8
12_06_2026_11_50,25944.3,1481.55,12811.2,27898,14830.8
12_06_2026_11_55,25919.8,1480.5,12803.7,27881.8,14825.5
12_06_2026_12_00,25937.1,1479.95,12811.8,27894.3,14825.5
12_06_2026_12_05,25913.5,1478.7,12790.5,27872.2,14816.8
12_06_2026_12_10,25913.2,1478.3,12773.7,27838.3,14807.3
12_06_2026_12_15,25905.2,1477.9,12774.7,27842.4,14802.3
12_06_2026_12_20,25947.1,1479.05,12793.1,27849.1,14815.5
12_06_2026_12_25,25949.2,1478.65,12798.2,27840.3,14818.5
12_06_2026_12_30,25936.9,1480.3,12788.9,27811.2,14808.2
12_06_2026_12_35,25907.9,1478.2,12775.2,27800.2,14798.2
12_06_2026_12_40,25888.2,1477.2,12747.5,27762.2,14782.7
12_06_2026_12_45,25896.2,1471.7,12749.3,27733,14782.2
12_06_2026_12_50,25904.8,1471,12755.2,27720.8,14785.3
12_06_2026_12_55,25894.9,1471.05,12752.5,27712.6,14781.5
12_06_2026_13_00,25905.9,1471.35,12754.2,27714.2,14786.7
12_06_2026_13_05,25922.3,1470.9,12763.4,27713.8,14795.5
12_06_2026_13_10,25917.1,1470.15,12761.6,27703.8,14794.1
12_06_2026_13_15,25922.6,1468.8,12769.6,27699.4,14796
12_06_2026_13_20,25906.4,1469,12770,27682,14784.8
12_06_2026_13_25,25967.6,1469.65,12812.1,27725.3,14824
12_06_2026_13_30,25997.2,1470.1,12812,27721.7,14843.4
12_06_2026_13_35,26036.5,1470.15,12818.1,27777.2,14862
12_06_2026_13_40,26057.8,1470.75,12824.5,27775.2,14874
12_06_2026_13_45,26069.5,1475.1,12826.2,27811,14886.8
12_06_2026_13_50,26083.6,1473.35,12839.8,27785.1,14886.6
12_06_2026_13_55,26126.4,1474.65,12839.8,27785.7,14903.8
12_06_2026_14_00,26126.3,1475.9,12832.5,27781.2,14901.8
12_06_2026_14_05,26141.1,1476,12833.2,27777.4,14905
12_06_2026_14_10,26154.1,1476.15,12840.1,27777.6,14907.5
12_06_2026_14_15,26160.3,1479.25,12840,27786.3,14913.5
12_06_2026_14_20,26188.9,1478.6,12839.5,27759.4,14917.3
12_06_2026_14_25,26223.2,1477.75,12839.8,27740,14931.5
12_06_2026_14_30,26238,1479.1,12842.8,27734.6,14937.2
12_06_2026_14_35,26251.4,1477.8,12845.4,27746.4,14946
12_06_2026_14_40,26252.5,1478.75,12859.8,27745.1,14949.4
12_06_2026_14_45,26266.8,1477.4,12850.8,27751.1,14956.1
12_06_2026_14_50,26275.4,1478.3,12841.5,27746.7,14958.6
12_06_2026_14_55,26273.4,1480.4,12834.9,27760.4,14961.6
12_06_2026_15_00,26300.3,1488.2,12869.7,27811.8,14985.3
12_06_2026_15_05,26302.6,1488.65,12858.2,27805.1,14985
12_06_2026_15_10,26293.4,1489.55,12858.7,27796.1,14985.9
12_06_2026_15_15,26301.1,1487.65,12862.5,27801,14989
12_06_2026_15_20,26301.7,1486.75,12847,27799.3,14986.4
12_06_2026_15_25,26289.1,1482.7,12858.5,27835.2,14988.3
15_06_2026_09_15,26809.5,1492.2,12999.3,28087.6,15246.8
15_06_2026_09_20,26798.8,1489.25,12991.5,28138.9,15240.6
15_06_2026_09_25,26797.9,1491.35,13014.8,28081.8,15238.5
15_06_2026_09_30,26854.2,1492.1,12991.3,28022.3,15229.7
15_06_2026_09_35,26863.4,1499.7,13526.5,28000.6,15225.4
15_06_2026_09_40,26914.6,1501.9,13305.4,28069.6,15245.8
15_06_2026_09_45,26936.4,1499.4,13292.5,28061.6,15246.6
15_06_2026_09_50,27008.2,1498.7,13274.5,28055.4,15246.6
15_06_2026_09_55,26964.8,1499,13250.7,28001.9,15243.1
15_06_2026_10_00,26993.3,1498.1,13192,28007.9,15246.8
15_06_2026_10_05,26978.3,1497.55,13171.2,27978.9,15243.2
15_06_2026_10_10,26955.2,1498.45,13183.2,27978.7,15240.9
15_06_2026_10_15,26970.7,1498.6,13176.5,28022.7,15245.2
15_06_2026_10_20,26990.2,1498.7,13191,28046.4,15253.3
15_06_2026_10_25,27009.2,1499.15,13190.8,28069,15254.8
15_06_2026_10_30,27036.5,1498.65,13184.2,28069.8,15262.5
15_06_2026_10_35,27035.3,1500.5,13181,28065.2,15262.8
15_06_2026_10_40,27038.9,1500.55,13183.6,28090.9,15268.5
15_06_2026_10_45,27047.2,1502.3,13197.2,28080.8,15278.7
15_06_2026_10_50,27067.9,1501.85,13204.3,28140.9,15279.1
15_06_2026_10_55,27063.9,1503.7,13208,28317.4,15277.9
15_06_2026_11_00,27036.8,1504.35,13203.5,28263.2,15270.5
15_06_2026_11_05,27048.9,1504.55,13208.8,28315.1,15268.5
15_06_2026_11_10,27063.2,1504.4,13192.4,28324.2,15263
15_06_2026_11_15,27062.1,1504.3,13203.2,28290.8,15267.8
15_06_2026_11_20,27053.7,1503.7,13201,28277.1,15267.5
15_06_2026_11_25,27075.9,1503.3,13201,28270.7,15275.3
15_06_2026_11_30,27049.3,1500.85,13184.7,28213.4,15270.1
15_06_2026_11_35,27062.2,1502.3,13188.8,28237.6,15270.8
15_06_2026_11_40,27051.1,1503.25,13189.5,28186.8,15277.7
15_06_2026_11_45,27073.7,1502.05,13186.1,28215.3,15276
15_06_2026_11_50,27110.9,1502.35,13190.2,28207.6,15285.8
15_06_2026_11_55,27089.4,1502.05,13186.2,28206.8,15284.3
15_06_2026_12_00,27060.8,1502.2,13166.8,28206.9,15279.8
15_06_2026_12_05,27045.9,1504.15,13172,28186.7,15268
15_06_2026_12_10,27034.9,1501,13157,28182,15265.6
15_06_2026_12_15,27034.9,1500.05,13148,28132.6,15252.2
15_06_2026_12_20,27054.6,1499.7,13147.2,28130.7,15256.3
15_06_2026_12_25,27023.1,1499.4,13143.3,28128.9,15246
15_06_2026_12_30,27062.9,1499.95,13139.5,28154.5,15253.2
15_06_2026_12_35,27030.8,1499.95,13140.8,28147.8,15248.8
15_06_2026_12_40,27020.4,1501.4,13134.9,28175.2,15248.6
15_06_2026_12_45,27032.4,1499.8,13133.5,28171.4,15243.7
15_06_2026_12_50,27030.2,1499.75,13130.8,28171.3,15247.8
15_06_2026_12_55,27050.6,1498.55,13136.7,28153.3,15253.3
15_06_2026_13_00,27042.3,1497.65,13136,28146.2,15251.8
15_06_2026_13_05,27064.8,1497.75,13140.2,28164,15256.8
15_06_2026_13_10,27076.7,1499,13141.2,28159,15258.1
15_06_2026_13_15,27069.3,1501.4,13125,28142.6,15251.5
15_06_2026_13_20,27079.2,1499.45,13132.5,28142.5,15256
15_06_2026_13_25,27086,1500.45,13124.3,28137.7,15258.2
15_06_2026_13_30,27097.7,1499.9,13123.5,28137.2,15257.3
15_06_2026_13_35,27095.2,1499.2,13117.6,28131.3,15254.7
15_06_2026_13_40,27088.7,1499.2,13114.3,28119.4,15253.7
15_06_2026_13_45,27110.3,1499.1,13125.3,28128.2,15264.2
15_06_2026_13_50,27095.8,1498.55,13133.3,28116.2,15257.9
15_06_2026_13_55,27116.4,1498.85,13137.9,28141.3,15270.8
15_06_2026_14_00,27111.4,1499.1,13140.5,28145.8,15267.6
15_06_2026_14_05,27106,1496.95,13129,28145.9,15265.5
15_06_2026_14_10,27107.1,1496.3,13135.8,28139.1,15264.7
15_06_2026_14_15,27096.8,1494.9,13132,28137.3,15268.6
15_06_2026_14_20,27109.1,1496.15,13123.8,28128.3,15272.2
15_06_2026_14_25,27107.2,1494.85,13123.5,28121.1,15275
15_06_2026_14_30,27112.1,1495.4,13123.1,28138.1,15280.5
15_06_2026_14_35,27118.6,1496.35,13126.4,28120.9,15285.6
15_06_2026_14_40,27082.7,1495.05,13114.2,28121,15272.1
15_06_2026_14_45,27053.8,1493.9,13118.3,28117.9,15266.2
15_06_2026_14_50,27051.5,1493.4,13118.7,28111.3,15259.2
15_06_2026_14_55,27033.2,1493.6,13114.5,28093.4,15256.3
15_06_2026_15_00,26990.2,1488.9,13089.7,28072.9,15235.5
15_06_2026_15_05,26971.4,1485.35,13081.7,28056.2,15220.7
15_06_2026_15_10,26982.7,1486.4,13086.7,28060.6,15212.5
